"Tenid","CondType","CondNo","Seq","CondText","CategoryId"
"L47/183","Condition","12","12","On the completion of the life of mining operations in connection with this licence the holder shall:
* remove all installations constructed pursuant to this licence; and
* on such areas cleared of natural growth by the holder or any of its agents, the holder shall plant trees and/or shrubs and/or any other plant as shall conform to the general pattern and type of growth in the area and as directed by the Environmental Officer, Department of Industry and Resources and properly maintain same until the Environmental Officer advises regrowth is self supporting;
unless the Warden orders or consents otherwise.",0
"M38/889","Condition","9","10","If the Goldfields Land and Sea Council (GLSC) sends a request by pre-paid post to the Lessee's address within 90 days after the grant of the Lease, the Lessee shall within 30 days of the request execute in favour of the GLSC the revised GLSC Wongatha Interim Standard Heritage Agreement.",0
"L37/56","Condition","6","6","The road to be constructed using proper materials to suit the purpose for which it is being constructed, and further that it be constructed in a workmanlike manner and further that it be constructed to the satisfaction of the Mining Engineer-District Inspector of Mines (""the Inspector"").",0
"G47/1237","Endorsement","5","31","Pursuant to Clause 9(2a)(a) this lease, by the approval of the Minister for State Development, is held pursuant to the provisions of the Iron Ore (Hamersley Range) Agreement Act 1963.",0
"E47/1349","Condition","","7","Consent to mine on Water Reserve 9 granted.",0
"M15/1501","Condition","13","14","The lessee not excavating, drilling, installing, erecting, depositing or permitting to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition (9) hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the State Mining Engineer.",0
"M28/383","Condition","14","14","The Lessee submitting to the Executive Director, Environment Division, DMP, a brief annual report outlining the project operations, minesite environmental management and rehabilitation work undertaken in the previous 12 months and the proposed operations, environmental management plans and rehabilitation programs for the next 12 months. This report is to be submitted each year in:
* July",0
"L63/32","Condition","20","21","A Mine Closure Plan is to be submitted in the Annual Environmental Reporting month specified in tenement conditions in the year specified below, unless otherwise directed by an Environmental Officer, DMP. The Mine Closure Plan is to be prepared in accordance with the ""Guidelines for Preparing Mine Closure Plans, June 2011"" available on DMP's website:
* 2016",0
"E47/1435","Condition","8","8","No interference with the use of the Aerial Landing Ground and mining thereon being confined to below a depth of 15 metres from the natural surface.",0
"M45/925","Condition","19","27","The Lessee submitting to the Executive Director, Environment Division, DMP, a brief annual report outlining the project operations, minesite environmental management and rehabilitation work undertaken in the previous 12 months and the proposed operations, environmental management plans and rehabilitation programmes for the next 12 months. This report to be submitted each year in:
* October.",0
"M36/25","Condition","16","27","At the completion of operations, the batters of the waste dump are to have a substantial covering of competent waste rock which will prevent long term erosion and the final outslope of the batters shall not exceed a maximum of 20 degrees from the horizontal.",0
"L16/58","Condition","9","12","White painted drum and rail barriers are to be placed on each haul road approach to the crossing, tapering into a single vehicle width access at the stopping point prior to the crossing.",0
